"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_LEGENDA"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16454";"CARAÚBAS";"16454";"CARAÚBAS";"36";"11";"Prefeito";"Coligação";"15";"MDB";"Movimento Democrático Brasileiro";"200000092204";"RENOVAR: CARAÚBAS TEM JEITO ";"SOLIDARIEDADE / MDB";"N";"6521";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17418";"MACAÍBA";"17418";"MACAÍBA";"5";"11";"Prefeito";"Partido isolado";"20";"PSC";"Partido Social Cristão";"200000070480";"PARTIDO ISOLADO";"PSC";"N";"3700";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16071";"ÁGUA NOVA";"16071";"ÁGUA NOVA";"65";"11";"Prefeito";"Coligação";"25";"DEM";"Democratas";"200000109531";"JUNTOS DE NOVO";"PL / DEM";"N";"1442";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18813";"TIBAU DO SUL";"18813";"TIBAU DO SUL";"9";"11";"Prefeito";"Coligação";"25";"DEM";"Democratas";"200000099257";"VITORIA DO POVO";"DEM / PSB";"N";"4794";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16837";"GOVERNADOR DIX-SEPT ROSADO";"16837";"GOVERNADOR DIX-SEPT ROSADO";"49";"11";"Prefeito";"Coligação";"25";"DEM";"Democratas";"200000151179";"MUDA GOVERNADOR";"PSC / PP / DEM";"N";"4506";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16225";"TIBAU";"16225";"TIBAU";"49";"11";"Prefeito";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"200000074352";"TIBAU SEGUIR CRESCENDO";"CIDADANIA / PC do B / PT / PSDB";"N";"2762";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18635";"SERRA DE SÃO BENTO";"18635";"SERRA DE SÃO BENTO";"15";"11";"Prefeito";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"200000067829";"PARTIDO ISOLADO";"PSB";"N";"1972";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17612";"NATAL";"17612";"NATAL";"2";"11";"Prefeito";"Partido isolado";"65";"PC do B";"Partido Comunista do Brasil";"200000124102";"PARTIDO ISOLADO";"PC do B";"N";"294";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18236";"SANTA CRUZ";"18236";"SANTA CRUZ";"16";"13";"Vereador";"Partido isolado";"11";"PP";"PROGRESSISTAS";"200000127291";"PARTIDO ISOLADO";"PP";"N";"116";"140"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16390";"CAICÓ";"16390";"CAICÓ";"25";"13";"Vereador";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"200000153815";"PARTIDO ISOLADO";"PDT";"N";"4418";"80"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17612";"NATAL";"17612";"NATAL";"4";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000146174";"PARTIDO ISOLADO";"PT";"N";"3554";"462"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16632";"DOUTOR SEVERIANO";"16632";"DOUTOR SEVERIANO";"43";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000127820";"PARTIDO ISOLADO";"PT";"N";"602";"14"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16470";"CARNAÚBA DOS DANTAS";"16470";"CARNAÚBA DOS DANTAS";"22";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000125397";"PARTIDO ISOLADO";"PT";"N";"309";"4"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16314";"BENTO FERNANDES";"16314";"BENTO FERNANDES";"62";"13";"Vereador";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"200000059439";"PARTIDO ISOLADO";"MDB";"N";"1771";"69"
